reference_generic,month,year,ct_studies,month_year,hover_text
filgrastim,March,2016,7,2016-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2016<br><b>No. of CT Studies: </b>7
filgrastim,March,2017,4,2017-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2017<br><b>No. of CT Studies: </b>4
filgrastim,March,2018,7,2018-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2018<br><b>No. of CT Studies: </b>7
filgrastim,March,2019,2,2019-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2019<br><b>No. of CT Studies: </b>2
filgrastim,March,2020,8,2020-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2020<br><b>No. of CT Studies: </b>8
filgrastim,May,2010,3,2010-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2010<br><b>No. of CT Studies: </b>3
filgrastim,May,2011,2,2011-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2011<br><b>No. of CT Studies: </b>2
filgrastim,May,2012,3,2012-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2012<br><b>No. of CT Studies: </b>3
filgrastim,May,2013,5,2013-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2013<br><b>No. of CT Studies: </b>5
filgrastim,May,2014,5,2014-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2014<br><b>No. of CT Studies: </b>5
filgrastim,May,2015,6,2015-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2015<br><b>No. of CT Studies: </b>6
filgrastim,May,2016,1,2016-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2016<br><b>No. of CT Studies: </b>1
filgrastim,May,2017,5,2017-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2017<br><b>No. of CT Studies: </b>5
filgrastim,May,2018,2,2018-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2018<br><b>No. of CT Studies: </b>2
filgrastim,May,2019,4,2019-05-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>May-2019<br><b>No. of CT Studies: </b>4
filgrastim,November,2010,7,2010-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2010<br><b>No. of CT Studies: </b>7
filgrastim,November,2011,2,2011-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2011<br><b>No. of CT Studies: </b>2
filgrastim,November,2012,3,2012-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2012<br><b>No. of CT Studies: </b>3
filgrastim,November,2013,2,2013-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2013<br><b>No. of CT Studies: </b>2
filgrastim,November,2014,2,2014-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2014<br><b>No. of CT Studies: </b>2
filgrastim,November,2015,3,2015-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2015<br><b>No. of CT Studies: </b>3
filgrastim,November,2016,4,2016-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2016<br><b>No. of CT Studies: </b>4
filgrastim,November,2017,8,2017-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2017<br><b>No. of CT Studies: </b>8
filgrastim,November,2018,3,2018-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2018<br><b>No. of CT Studies: </b>3
filgrastim,November,2019,5,2019-11-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>November-2019<br><b>No. of CT Studies: </b>5
filgrastim,October,2010,8,2010-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2010<br><b>No. of CT Studies: </b>8
filgrastim,October,2011,7,2011-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2011<br><b>No. of CT Studies: </b>7
filgrastim,October,2012,4,2012-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2012<br><b>No. of CT Studies: </b>4
filgrastim,October,2013,7,2013-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2013<br><b>No. of CT Studies: </b>7
filgrastim,October,2014,8,2014-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2014<br><b>No. of CT Studies: </b>8
filgrastim,October,2015,5,2015-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2015<br><b>No. of CT Studies: </b>5
filgrastim,October,2016,4,2016-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2016<br><b>No. of CT Studies: </b>4
filgrastim,October,2017,4,2017-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2017<br><b>No. of CT Studies: </b>4
filgrastim,October,2018,4,2018-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2018<br><b>No. of CT Studies: </b>4
filgrastim,October,2019,7,2019-10-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>October-2019<br><b>No. of CT Studies: </b>7
filgrastim,September,2010,6,2010-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2010<br><b>No. of CT Studies: </b>6
filgrastim,September,2011,6,2011-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2011<br><b>No. of CT Studies: </b>6
filgrastim,September,2012,3,2012-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2012<br><b>No. of CT Studies: </b>3
filgrastim,September,2013,7,2013-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2013<br><b>No. of CT Studies: </b>7
filgrastim,September,2014,7,2014-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2014<br><b>No. of CT Studies: </b>7
filgrastim,September,2015,5,2015-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2015<br><b>No. of CT Studies: </b>5
filgrastim,September,2016,10,2016-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2016<br><b>No. of CT Studies: </b>10
filgrastim,September,2017,2,2017-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2017<br><b>No. of CT Studies: </b>2
filgrastim,September,2018,4,2018-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2018<br><b>No. of CT Studies: </b>4
filgrastim,September,2019,3,2019-09-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>September-2019<br><b>No. of CT Studies: </b>3
infliximab,April,2010,1,2010-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2010<br><b>No. of CT Studies: </b>1
infliximab,April,2011,2,2011-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2011<br><b>No. of CT Studies: </b>2
infliximab,April,2012,1,2012-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2012<br><b>No. of CT Studies: </b>1
infliximab,April,2013,3,2013-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2013<br><b>No. of CT Studies: </b>3
infliximab,April,2014,3,2014-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2014<br><b>No. of CT Studies: </b>3
infliximab,April,2015,4,2015-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2015<br><b>No. of CT Studies: </b>4
infliximab,April,2016,3,2016-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2016<br><b>No. of CT Studies: </b>3
infliximab,April,2017,3,2017-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2017<br><b>No. of CT Studies: </b>3
infliximab,April,2018,2,2018-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2018<br><b>No. of CT Studies: </b>2
infliximab,April,2019,2,2019-04-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>April-2019<br><b>No. of CT Studies: </b>2
infliximab,August,2010,0,2010-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2010<br><b>No. of CT Studies: </b>0
infliximab,August,2011,5,2011-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2011<br><b>No. of CT Studies: </b>5
infliximab,August,2012,1,2012-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2012<br><b>No. of CT Studies: </b>1
infliximab,August,2013,5,2013-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2013<br><b>No. of CT Studies: </b>5
infliximab,August,2014,2,2014-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2014<br><b>No. of CT Studies: </b>2
infliximab,August,2015,1,2015-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2015<br><b>No. of CT Studies: </b>1
infliximab,August,2016,3,2016-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2016<br><b>No. of CT Studies: </b>3
infliximab,August,2017,1,2017-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2017<br><b>No. of CT Studies: </b>1
infliximab,August,2018,0,2018-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2018<br><b>No. of CT Studies: </b>0
infliximab,August,2019,0,2019-08-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>August-2019<br><b>No. of CT Studies: </b>0
infliximab,December,2010,2,2010-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2010<br><b>No. of CT Studies: </b>2
infliximab,December,2011,3,2011-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2011<br><b>No. of CT Studies: </b>3
infliximab,December,2012,2,2012-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2012<br><b>No. of CT Studies: </b>2
infliximab,December,2013,2,2013-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2013<br><b>No. of CT Studies: </b>2
infliximab,December,2014,2,2014-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2014<br><b>No. of CT Studies: </b>2
infliximab,December,2015,0,2015-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2015<br><b>No. of CT Studies: </b>0
infliximab,December,2016,4,2016-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2016<br><b>No. of CT Studies: </b>4
infliximab,December,2017,1,2017-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2017<br><b>No. of CT Studies: </b>1
infliximab,December,2018,4,2018-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2018<br><b>No. of CT Studies: </b>4
infliximab,December,2019,2,2019-12-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>December-2019<br><b>No. of CT Studies: </b>2
infliximab,February,2010,1,2010-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2010<br><b>No. of CT Studies: </b>1
infliximab,February,2011,4,2011-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2011<br><b>No. of CT Studies: </b>4
infliximab,February,2012,3,2012-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2012<br><b>No. of CT Studies: </b>3
infliximab,February,2013,1,2013-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2013<br><b>No. of CT Studies: </b>1
infliximab,February,2014,4,2014-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2014<br><b>No. of CT Studies: </b>4
infliximab,February,2015,2,2015-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2015<br><b>No. of CT Studies: </b>2
infliximab,February,2016,3,2016-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2016<br><b>No. of CT Studies: </b>3
infliximab,February,2017,1,2017-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2017<br><b>No. of CT Studies: </b>1
infliximab,February,2018,3,2018-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2018<br><b>No. of CT Studies: </b>3
infliximab,February,2019,4,2019-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2019<br><b>No. of CT Studies: </b>4
infliximab,February,2020,3,2020-02-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>February-2020<br><b>No. of CT Studies: </b>3
infliximab,January,2010,4,2010-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2010<br><b>No. of CT Studies: </b>4
infliximab,January,2011,1,2011-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2011<br><b>No. of CT Studies: </b>1
infliximab,January,2012,1,2012-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2012<br><b>No. of CT Studies: </b>1
infliximab,January,2013,5,2013-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2013<br><b>No. of CT Studies: </b>5
infliximab,January,2014,3,2014-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2014<br><b>No. of CT Studies: </b>3
infliximab,January,2015,1,2015-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2015<br><b>No. of CT Studies: </b>1
infliximab,January,2016,7,2016-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2016<br><b>No. of CT Studies: </b>7
infliximab,January,2017,4,2017-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2017<br><b>No. of CT Studies: </b>4
infliximab,January,2018,3,2018-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2018<br><b>No. of CT Studies: </b>3
infliximab,January,2019,2,2019-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2019<br><b>No. of CT Studies: </b>2
infliximab,January,2020,4,2020-01-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>January-2020<br><b>No. of CT Studies: </b>4
infliximab,July,2010,0,2010-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2010<br><b>No. of CT Studies: </b>0
infliximab,July,2011,3,2011-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2011<br><b>No. of CT Studies: </b>3
infliximab,July,2012,2,2012-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2012<br><b>No. of CT Studies: </b>2
infliximab,July,2013,4,2013-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2013<br><b>No. of CT Studies: </b>4
infliximab,July,2014,2,2014-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2014<br><b>No. of CT Studies: </b>2
infliximab,July,2015,5,2015-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2015<br><b>No. of CT Studies: </b>5
infliximab,July,2016,4,2016-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2016<br><b>No. of CT Studies: </b>4
infliximab,July,2017,3,2017-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2017<br><b>No. of CT Studies: </b>3
infliximab,July,2018,3,2018-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2018<br><b>No. of CT Studies: </b>3
infliximab,July,2019,1,2019-07-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>July-2019<br><b>No. of CT Studies: </b>1
infliximab,June,2010,3,2010-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2010<br><b>No. of CT Studies: </b>3
infliximab,June,2011,2,2011-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2011<br><b>No. of CT Studies: </b>2
infliximab,June,2012,5,2012-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2012<br><b>No. of CT Studies: </b>5
infliximab,June,2013,1,2013-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2013<br><b>No. of CT Studies: </b>1
infliximab,June,2014,1,2014-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2014<br><b>No. of CT Studies: </b>1
infliximab,June,2015,1,2015-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2015<br><b>No. of CT Studies: </b>1
infliximab,June,2016,1,2016-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2016<br><b>No. of CT Studies: </b>1
infliximab,June,2017,4,2017-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2017<br><b>No. of CT Studies: </b>4
infliximab,June,2018,1,2018-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2018<br><b>No. of CT Studies: </b>1
infliximab,June,2019,2,2019-06-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>June-2019<br><b>No. of CT Studies: </b>2
infliximab,March,2010,1,2010-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2010<br><b>No. of CT Studies: </b>1
infliximab,March,2011,2,2011-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2011<br><b>No. of CT Studies: </b>2
infliximab,March,2012,3,2012-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2012<br><b>No. of CT Studies: </b>3
infliximab,March,2013,3,2013-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2013<br><b>No. of CT Studies: </b>3
infliximab,March,2014,1,2014-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2014<br><b>No. of CT Studies: </b>1
infliximab,March,2015,6,2015-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2015<br><b>No. of CT Studies: </b>6
infliximab,March,2016,1,2016-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2016<br><b>No. of CT Studies: </b>1
infliximab,March,2017,4,2017-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2017<br><b>No. of CT Studies: </b>4
infliximab,March,2018,3,2018-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2018<br><b>No. of CT Studies: </b>3
infliximab,March,2019,4,2019-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2019<br><b>No. of CT Studies: </b>4
infliximab,March,2020,1,2020-03-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>March-2020<br><b>No. of CT Studies: </b>1
infliximab,May,2010,1,2010-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2010<br><b>No. of CT Studies: </b>1
infliximab,May,2011,2,2011-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2011<br><b>No. of CT Studies: </b>2
infliximab,May,2012,8,2012-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2012<br><b>No. of CT Studies: </b>8
infliximab,May,2013,3,2013-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2013<br><b>No. of CT Studies: </b>3
infliximab,May,2014,3,2014-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2014<br><b>No. of CT Studies: </b>3
infliximab,May,2015,3,2015-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2015<br><b>No. of CT Studies: </b>3
infliximab,May,2016,2,2016-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2016<br><b>No. of CT Studies: </b>2
infliximab,May,2017,2,2017-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2017<br><b>No. of CT Studies: </b>2
infliximab,May,2018,1,2018-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2018<br><b>No. of CT Studies: </b>1
infliximab,May,2019,1,2019-05-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>May-2019<br><b>No. of CT Studies: </b>1
infliximab,November,2010,2,2010-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2010<br><b>No. of CT Studies: </b>2
infliximab,November,2011,2,2011-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2011<br><b>No. of CT Studies: </b>2
infliximab,November,2012,2,2012-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2012<br><b>No. of CT Studies: </b>2
infliximab,November,2013,3,2013-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2013<br><b>No. of CT Studies: </b>3
infliximab,November,2014,3,2014-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2014<br><b>No. of CT Studies: </b>3
infliximab,November,2015,3,2015-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2015<br><b>No. of CT Studies: </b>3
infliximab,November,2016,2,2016-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2016<br><b>No. of CT Studies: </b>2
infliximab,November,2017,1,2017-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2017<br><b>No. of CT Studies: </b>1
infliximab,November,2018,3,2018-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2018<br><b>No. of CT Studies: </b>3
infliximab,November,2019,1,2019-11-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>November-2019<br><b>No. of CT Studies: </b>1
infliximab,October,2010,3,2010-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2010<br><b>No. of CT Studies: </b>3
infliximab,October,2011,3,2011-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2011<br><b>No. of CT Studies: </b>3
infliximab,October,2012,1,2012-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2012<br><b>No. of CT Studies: </b>1
infliximab,October,2013,3,2013-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2013<br><b>No. of CT Studies: </b>3
infliximab,October,2014,1,2014-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2014<br><b>No. of CT Studies: </b>1
infliximab,October,2015,6,2015-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2015<br><b>No. of CT Studies: </b>6
infliximab,October,2016,4,2016-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2016<br><b>No. of CT Studies: </b>4
infliximab,October,2017,5,2017-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2017<br><b>No. of CT Studies: </b>5
infliximab,October,2018,1,2018-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2018<br><b>No. of CT Studies: </b>1
infliximab,October,2019,5,2019-10-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>October-2019<br><b>No. of CT Studies: </b>5
infliximab,September,2010,2,2010-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2010<br><b>No. of CT Studies: </b>2
infliximab,September,2011,1,2011-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2011<br><b>No. of CT Studies: </b>1
infliximab,September,2012,2,2012-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2012<br><b>No. of CT Studies: </b>2
infliximab,September,2013,1,2013-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2013<br><b>No. of CT Studies: </b>1
infliximab,September,2014,4,2014-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2014<br><b>No. of CT Studies: </b>4
infliximab,September,2015,4,2015-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2015<br><b>No. of CT Studies: </b>4
infliximab,September,2016,5,2016-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2016<br><b>No. of CT Studies: </b>5
infliximab,September,2017,1,2017-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2017<br><b>No. of CT Studies: </b>1
infliximab,September,2018,1,2018-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2018<br><b>No. of CT Studies: </b>1
infliximab,September,2019,4,2019-09-01,<b>Reference Generic: </b>infliximab<br><b>Month: </b>September-2019<br><b>No. of CT Studies: </b>4
pegfilgrastim,April,2010,4,2010-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2010<br><b>No. of CT Studies: </b>4
pegfilgrastim,April,2011,1,2011-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2011<br><b>No. of CT Studies: </b>1
pegfilgrastim,April,2012,0,2012-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2012<br><b>No. of CT Studies: </b>0
pegfilgrastim,April,2013,6,2013-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2013<br><b>No. of CT Studies: </b>6
pegfilgrastim,April,2014,0,2014-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2014<br><b>No. of CT Studies: </b>0
pegfilgrastim,April,2015,3,2015-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2015<br><b>No. of CT Studies: </b>3
pegfilgrastim,April,2016,3,2016-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2016<br><b>No. of CT Studies: </b>3
pegfilgrastim,April,2017,3,2017-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2017<br><b>No. of CT Studies: </b>3
pegfilgrastim,April,2018,1,2018-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2018<br><b>No. of CT Studies: </b>1
pegfilgrastim,April,2019,1,2019-04-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>April-2019<br><b>No. of CT Studies: </b>1
pegfilgrastim,August,2010,0,2010-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2010<br><b>No. of CT Studies: </b>0
pegfilgrastim,August,2011,3,2011-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2011<br><b>No. of CT Studies: </b>3
pegfilgrastim,August,2012,1,2012-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2012<br><b>No. of CT Studies: </b>1
pegfilgrastim,August,2013,0,2013-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2013<br><b>No. of CT Studies: </b>0
pegfilgrastim,August,2014,1,2014-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2014<br><b>No. of CT Studies: </b>1
pegfilgrastim,August,2015,2,2015-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2015<br><b>No. of CT Studies: </b>2
pegfilgrastim,August,2016,0,2016-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2016<br><b>No. of CT Studies: </b>0
pegfilgrastim,August,2017,5,2017-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2017<br><b>No. of CT Studies: </b>5
pegfilgrastim,August,2018,3,2018-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2018<br><b>No. of CT Studies: </b>3
pegfilgrastim,August,2019,1,2019-08-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>August-2019<br><b>No. of CT Studies: </b>1
pegfilgrastim,December,2010,1,2010-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2010<br><b>No. of CT Studies: </b>1
pegfilgrastim,December,2011,0,2011-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2011<br><b>No. of CT Studies: </b>0
pegfilgrastim,December,2012,0,2012-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2012<br><b>No. of CT Studies: </b>0
pegfilgrastim,December,2013,2,2013-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2013<br><b>No. of CT Studies: </b>2
pegfilgrastim,December,2014,1,2014-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2014<br><b>No. of CT Studies: </b>1
pegfilgrastim,December,2015,3,2015-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2015<br><b>No. of CT Studies: </b>3
pegfilgrastim,December,2016,0,2016-12-01,<b>Reference Generic: </b>pegfilgrastim<br><b>Month: </b>December-2016<br><b>No. of CT Studies: </b>0
